holiday,temp,clouds_all,weather_main,traffic_volume,hour,Weekday
no,284.72,1,Clear,5879,6,3
no,292.69,1,Rain,531,1,5
no,292.09,90,Rain,5149,13,5
no,287.55,1,Clear,2983,5,2
no,270.88,64,Snow,3126,18,5
no,273.62,90,Mist,4630,18,1
no,278.35,90,Rain,2700,5,4
no,271.88,90,Clouds,1584,6,6
no,298.69,90,Rain,4672,10,1
no,294.04,44,Clouds,2327,22,5
no,286.88,90,Rain,4752,22,5
no,258.28,40,Clouds,452,1,5
no,251.61,1,Clear,408,4,6
no,274.15,90,Snow,1352,22,3
no,285.83,1,Clear,3617,20,5
no,291.93,40,Clouds,3932,14,7
no,286.15,90,Mist,1802,0,1
no,287.58,90,Drizzle,1155,7,7
no,294.1,90,Rain,2499,5,7
no,282.03,1,Clear,5922,17,2
no,301.07,40,Clouds,6444,16,2
no,283.34,20,Clouds,6268,8,1
no,267.88,40,Clouds,3719,12,7
no,298.85,40,Clouds,3551,12,1
no,286.95,75,Rain,3218,19,7
no,253.46,75,Snow,2569,20,1
no,274.68,90,Snow,4509,13,7
no,292.5,1,Clear,5369,18,5
no,286.623,32,Rain,2322,20,1
no,291.99,90,Mist,403,3,5
no,290.25,1,Clear,356,3,3
no,284.28,12,Clouds,283,2,2
no,277.48,40,Clouds,884,4,2
no,275.82,1,Clear,776,5,6
no,268.79,90,Mist,490,6,7
no,291.81,75,Rain,1995,8,5
no,295.94,1,Clear,4604,18,3
no,296.14,75,Rain,3460,18,5
no,273.48,40,Clouds,4428,10,4
no,290.35,90,Mist,5268,6,3
no,290.0,1,Mist,387,4,2
no,271.53,90,Snow,785,4,1
no,259.58,40,Haze,986,1,1
no,266.39,1,Mist,389,3,2
no,280.15,90,Drizzle,354,3,3
no,291.44,40,Drizzle,4545,18,7
no,288.12,1,Clear,215,4,2
no,255.68,75,Clouds,520,5,1
no,279.86,1,Clear,5399,14,2
no,292.37,1,Thunderstorm,934,4,3
no,291.89,1,Clear,842,4,1
no,275.02,90,Drizzle,1919,8,7
no,304.698,0,Clear,4803,14,3
no,255.66,64,Clouds,2586,18,3
no,292.08,90,Drizzle,3038,5,2
no,299.01,40,Clouds,3282,20,4
no,291.47,1,Clear,930,4,2
no,257.79,20,Clouds,5434,6,2
no,288.86,20,Clouds,4927,11,6
no,275.0,1,Clear,4901,12,2
no,265.47,90,Mist,2925,19,5
no,289.72,1,Mist,2997,21,5
no,294.76,1,Clear,4312,12,3
no,271.95,90,Clouds,2332,19,1
no,290.72,40,Clouds,823,1,1
no,290.67,1,Rain,397,3,3
no,265.65,1,Clear,433,4,3
no,259.4,20,Haze,5615,6,1
no,277.09,40,Fog,873,23,1
no,272.08,64,Clouds,275,2,5
no,291.21,75,Rain,3113,19,1
no,288.88,40,Clouds,4152,13,7
no,291.8,1,Clear,1952,22,7
no,272.68,1,Clear,4690,18,3
no,276.08,1,Mist,5225,6,1
no,259.15,5,Clear,5928,7,2
no,278.38,12,Mist,2157,7,7
no,298.21,1,Clear,2928,20,5
no,288.28,8,Clear,751,5,6
no,274.92,90,Rain,4476,18,5
no,276.29,75,Clouds,4004,18,7
no,265.82,1,Clear,4799,18,5
no,276.15,90,Rain,299,4,2
no,273.5,1,Clear,6759,16,3
no,281.915,56,Clouds,799,4,5
no,276.39,75,Clouds,5150,12,5
no,272.36,40,Clouds,455,0,3
no,294.03,0,Clear,5386,8,4
no,274.61,75,Clouds,4551,11,1
no,267.03,75,Clouds,4540,11,2
no,288.54,1,Clear,399,4,6
no,284.13,88,Clouds,6004,6,2
no,275.65,1,Mist,394,4,7
no,297.49,75,Clouds,4350,11,4
no,258.05,64,Snow,2663,10,1
no,277.96,90,Mist,6057,17,3
no,287.13,20,Clouds,6157,6,3
no,298.83,75,Thunderstorm,4565,14,7
no,278.21,90,Rain,6267,16,3
no,270.28,90,Snow,855,4,4
no,295.72,75,Thunderstorm,4065,18,1
no,276.79,75,Clouds,2815,20,2
no,276.15,1,Clear,6137,8,2
no,301.41,1,Clear,4786,18,2
no,285.64,12,Clouds,5488,9,2
no,272.58,90,Snow,4842,11,4
no,272.07,90,Clouds,4410,9,1
no,294.14,1,Clear,3209,23,2
no,275.82,90,Mist,6720,7,1
no,259.14,5,Clear,5424,15,2
no,275.49,90,Mist,3552,12,7
no,291.12,44,Rain,2943,23,7
no,276.61,90,Drizzle,4386,18,4
no,291.46,76,Rain,439,3,6
no,278.0,90,Rain,634,0,4
no,289.02,90,Clouds,4809,14,1
no,290.84,1,Clear,2706,5,1
no,288.9,88,Rain,314,1,2
no,274.788,20,Clouds,5798,8,4
no,265.88,1,Clear,1433,22,7
no,258.1,0,Clear,5010,12,5
no,274.08,90,Drizzle,5619,8,1
no,271.31,1,Clear,1383,23,4
no,270.84,75,Haze,4492,10,5
no,289.03,1,Fog,2048,7,6
no,250.61,1,Clear,1122,0,1
no,270.37,1,Mist,529,0,2
no,272.51,40,Clouds,2697,20,1
no,264.56,90,Snow,2859,19,6
no,285.72,40,Clouds,1320,6,6
no,284.78,1,Clear,1717,22,7
no,295.65,40,Clouds,6259,17,4
no,287.98,0,Mist,3088,5,2
no,267.32,20,Clouds,5400,8,2
no,277.19,90,Clouds,4134,17,7
no,250.86,1,Clear,205,2,4
no,269.22,90,Haze,2826,20,4
no,301.35,20,Clouds,6113,15,4
no,274.08,90,Clouds,3592,10,4
no,298.08,75,Clouds,2671,21,7
no,265.8,75,Clouds,1482,22,7
no,269.96,20,Clouds,2431,8,1
no,275.84,90,Snow,362,1,4
no,264.7,90,Snow,4270,18,3
no,262.82,1,Clear,530,1,6
no,278.59,90,Mist,6201,16,1
no,278.04,64,Clouds,3975,21,3
no,289.86,40,Clouds,6047,8,3
no,280.51,1,Clear,4930,9,5
no,281.79,90,Clouds,5070,18,4
no,252.0,1,Clear,233,2,3
no,279.22,1,Clear,2897,5,2
no,268.45,90,Clouds,3345,21,3
no,300.55,40,Clouds,3744,19,7
no,274.11,90,Snow,4455,10,2
no,264.63,64,Clouds,2646,8,6
no,273.29,1,Clear,2831,9,7
no,274.15,1,Clear,5622,15,1
no,283.31,48,Rain,4507,13,6
no,291.86,12,Clouds,2412,7,6
no,274.65,90,Drizzle,6595,16,3
no,289.77,1,Drizzle,1999,23,7
no,269.47,20,Clouds,5113,9,5
no,270.98,1,Clear,4191,13,3
no,255.93,0,Clear,644,0,5
no,299.93,75,Rain,3613,19,7
no,287.58,1,Clear,5939,15,2
no,264.65,64,Clouds,5549,14,4
no,267.9,90,Snow,4646,14,7
no,287.11,1,Fog,5395,6,5
no,281.95,90,Clouds,3039,20,6
no,261.37,90,Clouds,5683,17,5
no,292.9,0,Clear,316,2,4
no,290.7,1,Clear,440,3,5
no,272.45,1,Mist,291,3,1
no,266.65,90,Snow,4431,15,7
no,288.49,1,Clear,3189,5,3
no,300.0,1,Clear,4531,18,3
no,289.6,1,Clear,4720,10,1
no,253.27,1,Clear,1810,21,1
no,291.3,1,Clear,2801,21,2
no,282.91,56,Rain,5674,17,5
no,295.08,1,Mist,689,2,2
no,271.13,90,Haze,265,2,6
no,294.96,1,Clear,472,1,5
no,283.15,90,Clouds,4717,13,1
no,265.82,1,Clear,3322,10,7
no,291.27,20,Clouds,4808,12,3
no,277.94,90,Drizzle,531,0,2
no,298.17,0,Clear,4449,11,3
no,275.16,1,Fog,255,2,3
no,286.84,0,Clear,766,5,6
no,274.05,75,Clouds,850,4,6
no,294.99,1,Mist,1380,23,4
no,269.29,90,Mist,929,4,4
no,257.0,1,Clear,6399,7,5
no,295.6,75,Rain,408,1,3
no,272.49,90,Mist,345,1,1
no,255.84,0,Clear,4548,10,5
no,270.45,90,Fog,6574,7,2
no,287.99,90,Rain,5331,8,4
no,290.01,90,Mist,1392,22,1
no,286.37,1,Clear,2514,5,5
no,270.27,90,Clouds,3706,11,7
no,289.58,0,Mist,3006,5,2
no,300.02,40,Clouds,4388,10,6
no,286.28,90,Rain,3816,21,3
no,276.61,64,Clouds,5828,15,1
no,283.28,90,Clouds,2488,22,4
no,300.8,0,Clear,5862,15,2
no,293.72,90,Thunderstorm,4085,11,4
no,268.94,1,Mist,4766,10,3
no,265.73,40,Clouds,6148,7,7
no,275.55,90,Mist,4511,14,7
no,274.92,90,Clouds,1015,23,7
no,288.21,20,Mist,3027,5,2
no,254.96,1,Haze,545,3,7
no,275.35,1,Clear,223,2,1
no,287.72,90,Thunderstorm,241,2,5
no,297.75,1,Clear,4841,12,6
no,260.09,1,Clear,1445,22,7
no,266.15,1,Clear,2924,19,5
no,273.29,1,Clear,4666,12,1
no,293.08,1,Clear,5720,15,3
no,276.15,1,Clear,351,3,4
no,295.72,48,Clouds,5464,14,2
no,252.22,5,Clear,2683,20,6
no,264.18,1,Clear,510,0,3
no,279.65,90,Rain,6136,16,1
no,274.28,90,Drizzle,330,1,1
no,295.79,90,Clouds,2597,20,4
no,276.03,64,Clouds,300,3,5
no,288.71,90,Rain,4326,10,4
no,281.47,1,Clear,392,1,4
no,278.37,20,Clouds,3630,19,4
no,285.36,5,Clear,6081,7,5
no,285.62,1,Rain,2186,21,7
no,281.42,90,Rain,2340,20,3
no,252.48,64,Clouds,5700,17,2
no,294.82,90,Mist,790,6,6
no,299.48,40,Rain,6490,16,7
no,272.55,90,Clouds,780,4,5
no,298.66,75,Rain,4330,15,5
no,286.42,90,Rain,906,1,1
no,272.51,90,Rain,4993,6,2
no,297.29,44,Clouds,5513,14,4
no,269.15,1,Clear,6461,7,4
no,266.15,90,Snow,3698,12,7
no,289.29,1,Clear,2877,9,7
no,263.86,40,Clouds,442,5,7
no,292.89,90,Rain,5341,9,2
no,258.3,40,Clouds,3095,20,7
no,278.51,1,Mist,1304,7,7
no,291.32,32,Rain,328,2,4
no,261.53,90,Mist,3559,10,4
no,290.11,1,Clear,858,4,5
no,291.84,90,Thunderstorm,2679,5,5
no,273.68,1,Fog,242,2,2
no,293.02,75,Clouds,5974,8,5
no,289.33,0,Clear,6033,6,4
no,272.41,90,Snow,3761,11,5
no,272.02,90,Snow,1211,2,6
no,256.23,40,Clouds,4328,11,4
no,291.78,90,Rain,5687,8,5
no,278.89,90,Mist,5719,6,5
no,267.83,1,Clear,6166,8,4
no,288.38,1,Clear,367,3,2
no,283.68,1,Clear,5446,14,7
no,291.65,90,Mist,3205,19,5
no,296.4,1,Clear,744,1,2
no,283.78,1,Clear,6013,6,2
no,252.74,100,Clouds,579,2,6
no,277.572,0,Clear,2608,21,7
no,269.58,90,Snow,2989,10,2
no,278.29,90,Clouds,3774,19,5
no,286.88,90,Mist,860,5,5
no,291.41,20,Clouds,4456,10,4
no,294.45,75,Clouds,1851,23,5
no,292.78,90,Rain,434,1,4
no,292.82,90,Rain,5394,14,2
no,280.95,90,Clouds,4620,10,5
no,260.32,1,Clear,1128,0,6
no,300.17,40,Clouds,4142,15,3
no,259.4,20,Clouds,6080,17,5
no,279.01,20,Rain,5656,14,4
no,282.82,1,Fog,833,4,6
no,287.74,0,Clear,436,1,3
no,271.35,90,Clouds,2638,5,2
no,274.27,90,Clouds,4268,13,4
no,292.196,0,Clear,5852,15,1
no,281.48,40,Clouds,1315,23,7
no,276.84,90,Drizzle,4691,13,4
no,281.27,64,Fog,2671,22,6
no,291.26,90,Clouds,295,3,4
no,292.92,90,Rain,893,4,2
no,271.28,90,Clouds,5354,14,4
no,303.22,40,Clouds,4354,17,6
no,285.77,1,Rain,2271,8,3
no,254.29,40,Clouds,2850,14,1
no,284.7,1,Mist,6463,7,3
no,301.09,1,Clear,5388,14,2
no,273.37,90,Rain,4368,12,1
no,293.7,1,Clear,886,4,5
no,279.26,46,Clear,4265,18,5
no,282.55,90,Haze,5912,17,3
no,297.69,1,Clear,2826,22,6
no,256.09,64,Snow,3983,6,1
no,286.52,90,Rain,1120,7,7
no,271.53,90,Clouds,4344,16,1
no,292.81,1,Clear,460,3,7
no,266.01,64,Snow,2777,20,6
no,290.96,88,Rain,286,2,6
no,292.38,56,Rain,1307,23,7
no,275.21,90,Haze,811,4,5
no,271.72,90,Clouds,1135,23,4
no,276.27,40,Clouds,5590,6,2
no,277.85,40,Rain,5066,13,4
no,267.6,1,Clear,368,1,3
no,264.75,90,Snow,3706,10,5
no,265.52,90,Mist,301,2,1
no,286.02,20,Clouds,3435,19,1
no,290.3,75,Rain,1438,22,5
no,292.46,90,Haze,4477,10,6
no,292.27,0,Clear,4639,10,5
no,270.67,1,Fog,4349,10,2
no,279.35,90,Mist,3011,5,3
no,291.94,0,Clear,1482,23,7
no,305.13,40,Clouds,5893,16,4
no,296.33,90,Thunderstorm,396,3,1
no,274.65,90,Fog,1488,7,7
no,303.61,1,Clear,3963,18,7
no,291.08,40,Clouds,6701,16,3
no,284.04,75,Clouds,2644,20,1
no,276.16,90,Mist,372,3,3
no,280.5,90,Rain,5892,7,5
no,269.58,40,Clouds,2896,20,3
no,286.381,0,Clear,4226,18,2
no,249.15,1,Clear,3832,6,2
no,269.8,90,Clouds,5128,13,3
no,301.33,0,Clear,3179,20,2
no,265.62,1,Mist,2837,5,3
no,278.93,90,Mist,705,4,5
no,291.68,1,Clear,3836,19,7
no,290.97,90,Mist,301,2,4
no,298.41,1,Clear,2751,21,3
no,298.77,40,Clouds,2838,20,7
no,271.37,90,Mist,723,23,3
no,284.58,0,Clear,5920,8,1
no,265.54,75,Clouds,6027,15,3
no,266.94,90,Snow,5303,9,2
no,273.08,90,Clouds,6042,15,5
no,286.72,75,Haze,5875,6,2
no,289.37,40,Thunderstorm,326,1,5
no,281.01,1,Drizzle,6472,7,1
no,262.03,90,Clouds,5191,14,5
no,276.62,90,Clouds,297,3,5
no,295.78,0,Clear,5491,13,5
no,277.29,1,Mist,374,3,7
no,274.08,90,Mist,2012,21,1
no,264.15,1,Clear,2406,22,5
no,269.61,90,Clouds,3850,10,7
no,274.4,90,Snow,3278,19,3
no,293.74,5,Clear,3639,10,6
no,295.55,75,Rain,3,15,6
no,293.85,1,Clear,3414,22,3
no,258.68,90,Haze,3563,11,3
no,279.28,75,Clouds,506,0,1
no,289.79,68,Rain,5361,6,2
no,273.84,90,Mist,5074,16,5
no,260.0,100,Clouds,5330,8,4
no,272.22,90,Mist,397,2,6
no,293.17,1,Clear,5584,15,5
no,262.53,1,Clear,831,4,5
no,266.64,90,Clouds,367,1,2
no,277.75,75,Clouds,6580,7,3
no,301.48,20,Clouds,4007,10,5
no,266.73,1,Haze,6242,7,5
no,258.15,1,Snow,5058,14,3
no,303.84,5,Clear,2713,20,7
no,275.61,1,Clear,900,4,1
no,277.0,90,Rain,3194,12,7
no,285.64,0,Clear,958,23,3
no,295.89,40,Clouds,3892,11,7
no,298.81,75,Clouds,5052,11,3
no,278.42,90,Mist,4667,10,4
no,279.36,75,Clouds,5442,14,2
no,268.26,90,Mist,4470,9,1
no,294.29,90,Clouds,5081,14,4
no,266.76,1,Clear,332,2,5
no,291.17,20,Clouds,3028,19,5
no,296.26,1,Clear,3309,20,3
no,292.58,1,Fog,371,3,5
no,261.67,90,Clouds,5829,17,1
no,287.18,20,Clouds,5118,14,1
no,269.64,90,Clouds,348,3,3
no,278.95,68,Drizzle,424,1,5
no,299.2,8,Mist,4990,13,1
no,275.56,90,Clouds,2982,20,4
no,291.36,75,Clouds,4166,10,1
no,294.28,90,Clouds,5456,15,1
no,293.15,90,Rain,5283,9,3
no,255.87,64,Clouds,4558,13,6
no,301.55,75,Clouds,6040,15,5
no,291.95,0,Clear,2078,22,3
no,290.69,75,Clouds,3971,19,3
no,290.73,1,Clear,425,2,3
no,264.76,1,Clear,4726,15,6
no,287.58,8,Clear,4854,11,6
no,272.92,1,Clear,4967,13,6
no,278.82,90,Drizzle,840,4,4
no,270.79,90,Mist,4493,16,7
no,277.36,80,Rain,2511,5,7
no,258.94,75,Clouds,394,3,5
no,273.65,90,Snow,3609,10,7
no,300.18,0,Clear,4846,18,4
no,274.57,75,Clouds,2985,20,2
no,282.737,0,Clear,996,23,2
no,301.24,40,Clouds,3030,20,6
no,292.98,1,Clear,542,1,5
no,257.77,1,Clear,2732,20,3
no,259.94,40,Clouds,555,3,5
no,278.04,75,Rain,1822,21,7
no,277.28,90,Thunderstorm,5841,15,4
no,268.61,75,Haze,3519,10,6
no,299.1,1,Haze,3156,12,2
no,290.12,90,Rain,307,2,3
no,264.03,64,Snow,785,6,7
no,273.21,90,Rain,927,23,1
no,298.58,64,Clouds,679,1,5
no,291.58,1,Clear,3133,21,5
no,292.37,0,Clear,406,1,2
no,275.49,90,Drizzle,3552,12,7
no,281.3,1,Clear,2814,5,4
no,277.82,90,Clouds,2784,20,7
no,290.08,90,Clouds,4596,10,4
no,268.832,0,Clear,2715,20,2
no,286.48,1,Clear,5251,9,4
no,295.16,75,Rain,1902,22,3
no,271.16,90,Snow,2195,18,6
no,289.36,90,Clouds,5446,14,7
no,291.74,90,Rain,4197,18,1
no,267.57,1,Clear,5326,9,1
no,291.03,32,Clouds,6493,16,4
no,295.37,75,Rain,4235,16,2
no,291.51,90,Rain,5839,17,2
no,268.3,1,Clear,3123,20,5
no,251.45,90,Clouds,683,4,5
no,271.73,0,Clear,6296,7,4
no,266.91,64,Clouds,4657,11,3
no,294.42,90,Thunderstorm,5169,13,6
no,275.97,1,Mist,338,1,3
no,295.99,1,Clear,4977,10,4
no,300.8,0,Clear,4382,18,1
no,289.37,1,Mist,1782,23,7
no,271.03,90,Clouds,6342,7,4
no,257.01,40,Clouds,5345,8,3
no,290.576,88,Clouds,6143,15,4
no,256.72,1,Clear,3941,15,6
no,265.88,90,Clouds,4293,9,5
no,274.4,90,Rain,4945,14,3
no,292.86,1,Clear,3831,10,5
no,291.08,1,Clear,3342,19,3
no,300.49,0,Clear,6455,16,2
no,257.28,64,Snow,4481,12,6
no,299.86,1,Clear,2711,20,3
no,256.45,1,Clear,4578,10,3
no,267.84,64,Clouds,409,2,4
no,271.12,90,Clouds,3839,22,3
no,263.75,1,Clear,2788,15,2
no,275.4,1,Clear,6880,7,2
no,295.67,1,Haze,2875,17,6
no,298.53,12,Rain,6214,15,2
no,272.76,1,Mist,5355,6,3
no,299.22,1,Clear,4017,18,4
no,294.99,90,Clouds,4930,18,2
no,291.78,40,Clouds,5170,6,2
no,271.65,90,Clouds,771,6,7
no,282.565,0,Clear,6172,7,1
no,288.82,1,Mist,924,1,7
no,283.64,75,Clouds,217,2,1
no,286.74,1,Clear,5110,11,4
no,285.73,1,Fog,5964,6,2
no,284.5,90,Mist,6568,7,2
no,275.41,90,Clouds,6401,16,4
no,294.76,75,Rain,764,0,5
no,297.78,90,Rain,4336,13,3
no,269.76,90,Clouds,3854,18,2
no,300.15,1,Clear,6378,16,1
no,298.32,0,Clear,4144,11,2
no,293.65,75,Rain,4708,15,7
no,289.03,75,Clouds,4771,18,7
no,275.77,40,Clouds,5496,15,4
no,278.01,90,Clouds,3393,19,3
no,265.88,75,Snow,5542,8,1
no,279.69,40,Clouds,6166,8,1
no,260.85,40,Clouds,4202,11,1
no,291.62,5,Clear,2152,22,7
no,264.41,90,Snow,6301,16,2
no,257.07,90,Snow,1229,23,4
no,285.47,1,Mist,2841,5,3
no,270.39,64,Snow,343,3,2
no,296.28,1,Clear,4681,10,3
no,276.542,0,Clear,418,3,5
no,275.78,1,Clear,491,4,3
no,272.62,1,Haze,542,1,4
no,261.65,1,Clear,249,4,4
no,267.13,40,Mist,2819,21,5
no,274.3,75,Clouds,4566,10,3
no,291.58,1,Fog,365,4,6
no,276.07,1,Mist,5221,9,7
no,294.9,40,Thunderstorm,3146,19,6
no,262.54,1,Clear,227,2,1
no,269.79,90,Fog,1881,15,6
no,299.74,20,Clouds,4310,11,6
no,291.07,5,Clear,4489,8,4
no,263.07,75,Snow,2983,10,7
no,282.16,90,Rain,5697,17,4
no,299.49,40,Clouds,3677,19,2
no,297.66,90,Clouds,3994,11,6
no,290.44,90,Thunderstorm,392,1,1
no,262.35,90,Snow,2883,22,3
no,304.65,20,Clouds,4514,16,2
no,285.6,1,Clear,555,5,5
no,273.59,1,Clear,4112,10,6
no,293.62,1,Clear,2392,8,6
no,267.41,40,Clouds,5304,12,1
no,296.17,75,Clouds,2401,21,7
no,276.88,20,Clouds,6034,17,4
no,291.53,90,Thunderstorm,1897,7,5
no,293.86,75,Drizzle,4254,13,7
no,268.17,90,Mist,5915,17,2
no,288.29,20,Mist,3390,18,7
no,274.79,90,Clouds,2551,19,7
no,285.87,1,Clear,1106,23,3
no,272.28,1,Mist,533,0,1
no,291.66,1,Clear,5906,7,3
no,284.65,75,Clouds,374,3,5
no,291.15,1,Clear,4358,13,5
no,268.22,1,Clear,2740,23,3
no,284.58,1,Clear,3501,10,7
no,290.53,90,Rain,2514,20,4
no,257.52,40,Clouds,4504,11,7
no,281.13,20,Clouds,3176,22,6
no,286.75,1,Clear,4925,11,6
no,265.19,1,Clear,5678,6,1
no,285.71,75,Clouds,5485,6,6
no,284.21,90,Clouds,4780,12,2
no,274.08,1,Clear,2158,23,4
no,300.22,20,Clouds,4944,14,2
no,290.11,1,Clear,2047,23,7
no,284.47,75,Clouds,445,1,1
no,293.45,90,Rain,5347,6,3
no,278.11,90,Clouds,3382,19,2
no,292.68,40,Clouds,3673,18,7
no,289.5,1,Clear,5423,9,2
no,289.43,1,Clear,1842,22,7
no,287.96,90,Rain,3012,20,3
no,288.18,90,Drizzle,867,4,5
no,285.95,20,Clouds,4694,10,6
no,269.78,90,Clouds,368,1,4
no,285.29,90,Rain,6303,8,4
no,272.48,1,Clear,239,2,1
no,287.31,1,Clear,6659,7,4
no,280.0,90,Drizzle,971,23,1
no,274.91,90,Clouds,2657,5,4
no,273.88,90,Mist,2241,21,1
no,275.86,90,Clouds,1118,23,3
no,264.65,90,Haze,800,4,1
no,278.976,100,Rain,5120,8,3
no,269.69,1,Clear,4548,14,6
no,304.68,12,Clouds,6009,16,5
no,286.48,20,Clouds,5142,11,5
no,267.98,90,Clouds,1408,20,7
no,277.4,90,Clouds,6485,8,4
no,299.21,90,Rain,4866,14,6
no,300.14,20,Clouds,3510,19,7
no,277.93,90,Mist,305,3,3
no,264.72,90,Clouds,963,1,7
no,304.76,1,Clear,4065,18,6
no,292.09,1,Clear,1242,23,2
no,287.15,90,Rain,3591,10,7
no,284.93,1,Clear,1708,22,7
no,273.22,1,Mist,259,2,7
no,297.44,40,Clouds,4647,14,7
no,288.94,40,Clouds,4969,12,3
no,272.58,90,Fog,318,1,7
no,300.15,1,Clear,5301,11,5
no,269.28,90,Snow,340,3,1
no,300.29,40,Clouds,5233,14,3
no,301.22,0,Clear,4584,13,3
no,276.62,90,Mist,4853,9,4
no,295.0,40,Clouds,4172,11,5
no,260.93,90,Mist,905,4,6
no,285.0,90,Clouds,5536,8,4
no,250.69,1,Clear,520,2,2
no,283.42,90,Clouds,1279,0,6
no,286.89,75,Rain,2740,20,2
no,289.37,75,Clouds,1613,22,7
no,300.6,75,Clouds,2882,20,6
no,289.98,90,Rain,4776,11,6
no,273.85,90,Rain,485,0,1
no,287.7,1,Mist,456,2,6
no,285.96,1,Clear,3745,19,6
no,287.63,1,Clear,4780,11,2
no,295.34,1,Clear,4909,9,4
no,260.08,1,Clear,4785,10,2
no,276.93,90,Drizzle,2304,21,7
no,292.46,1,Clear,4732,15,6
no,299.65,75,Thunderstorm,2611,20,1
no,283.03,40,Clouds,6174,17,5
no,288.28,20,Clouds,469,4,2
no,259.08,1,Clear,4501,13,5
no,261.35,1,Mist,5165,6,6
no,280.58,40,Clouds,4122,10,5
no,272.061,24,Clouds,6003,8,2
no,283.8,20,Clouds,1160,23,3
no,275.92,90,Clouds,2964,20,2
no,256.97,1,Clear,285,1,3
no,277.01,90,Mist,2384,9,7
no,258.35,90,Clouds,4545,12,7
no,261.93,83,Clouds,4416,13,2
no,296.62,40,Clouds,2030,22,6
no,262.28,1,Clear,5593,8,3
no,286.88,1,Thunderstorm,541,5,7
no,266.34,90,Snow,604,0,1
no,290.15,90,Clouds,4680,13,6
no,289.41,90,Mist,547,5,7
no,281.62,75,Mist,1693,8,7
no,295.426,92,Clouds,4343,14,6
no,263.91,40,Clouds,278,3,1
no,290.67,0,Clear,330,3,1
no,292.77,1,Clear,2690,5,2
no,296.42,40,Clouds,5347,8,1
no,297.61,90,Rain,3389,19,2
no,271.41,1,Clear,394,3,2
no,262.25,90,Clouds,4520,13,6
no,277.58,75,Clouds,5723,8,6
no,279.15,75,Clouds,1290,23,4
no,297.15,1,Haze,6046,15,2
no,263.88,75,Clouds,1440,22,1
no,278.36,90,Rain,1144,23,3
no,266.98,90,Rain,3235,7,4
no,278.05,1,Clear,5892,17,4
no,292.43,92,Clouds,2734,22,6
no,298.36,1,Clear,4840,11,4
no,297.94,75,Clouds,4722,13,7
no,275.39,1,Clear,6348,17,1
no,275.86,90,Rain,5308,12,5
no,277.87,90,Rain,1797,23,6
no,262.78,5,Clear,3306,19,1
no,294.98,75,Clouds,4418,18,2
no,289.92,40,Clouds,5122,18,3
no,296.15,75,Clouds,3548,21,2
no,299.47,1,Clear,5281,13,4
no,304.61,75,Clouds,3266,17,7
no,257.23,1,Clear,2162,8,6
no,277.41,40,Clouds,6578,17,3
no,264.94,1,Clear,4661,16,7
no,284.18,90,Mist,4888,12,3
no,268.0,75,Snow,774,4,7
no,278.57,75,Clouds,5370,14,6
no,286.08,1,Clear,4235,12,2
no,289.61,0,Clear,2812,5,1
no,256.36,64,Clouds,4801,14,6
no,258.34,40,Clouds,346,2,5
no,277.15,40,Clouds,380,3,5
no,291.82,76,Rain,4740,6,5
no,290.57,90,Rain,4683,12,5
no,292.8,1,Clear,3256,20,4
no,300.93,8,Clear,4084,18,3
no,277.35,1,Clear,334,3,4
no,299.66,12,Clouds,4195,15,6
no,265.94,90,Clouds,393,1,4
no,294.02,90,Thunderstorm,297,2,2
no,271.48,90,Clouds,5619,8,2
no,292.24,90,Clouds,492,1,5
no,296.24,90,Clouds,424,2,1
no,269.78,1,Clear,3088,19,6
no,291.75,90,Clouds,3193,20,4
no,273.09,1,Mist,6238,7,7
no,275.09,90,Fog,4694,14,5
no,280.53,1,Clear,5419,14,4
no,288.32,1,Clear,4763,18,5
no,285.83,40,Clouds,430,1,7
no,291.7,90,Mist,1264,7,7
no,273.28,90,Haze,4314,13,1
no,260.01,75,Clouds,2174,8,1
no,265.65,90,Clouds,1915,22,3
no,285.57,75,Rain,2997,5,1
no,293.0,1,Clear,1474,23,1
no,297.35,40,Clouds,2437,21,2
no,268.89,1,Mist,302,1,1
no,293.25,75,Thunderstorm,2527,20,1
no,295.27,1,Clear,1,8,6
no,282.89,1,Clear,2698,21,1
no,272.15,40,Clouds,317,3,1
no,264.93,1,Clear,6092,17,2
no,262.46,90,Snow,4198,17,2
no,286.66,90,Rain,2543,21,1
no,290.45,1,Clear,2424,22,4
no,303.48,75,Clouds,5114,11,5
no,293.62,1,Clear,356,1,7
no,274.82,90,Rain,5425,6,3
no,268.15,40,Clouds,4200,11,1
no,290.51,1,Clear,6447,16,1
no,294.58,75,Clouds,4729,12,7
no,283.63,0,Clear,414,3,5
no,293.2,90,Drizzle,4056,10,6
no,274.63,90,Clouds,5173,14,6
no,263.55,90,Clouds,2553,5,1
no,255.01,40,Snow,5395,8,4
no,269.65,40,Clouds,794,3,7
no,277.38,90,Clouds,3376,19,2
no,268.35,1,Mist,819,4,1
no,296.72,40,Clouds,3615,11,1
no,288.31,75,Clouds,4642,11,3
no,283.52,90,Drizzle,6071,17,6
no,265.16,90,Snow,6142,16,5
no,296.34,90,Clouds,2888,19,6
no,285.69,90,Mist,762,5,1
no,281.7,100,Drizzle,3713,9,6
no,269.28,90,Clouds,2492,20,7
no,295.42,88,Clouds,5001,13,6
no,292.55,1,Mist,423,1,2
no,284.43,1,Clear,3284,21,2
